date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2023/05/07,1:40 PM.,NYY,TB,home,Dome.,72,543037,RF,2,1,0,0,0,0,0,0,1,0,1,.247,.313,.365,.678,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,125.0,104.0,108.0,,,,136.0,105.0,114.0,107.0,103.0,102.0,,0.53,0.07,0.208,0.071,1.66,0.61,,1.69,-0.54,96.7,92.7,89.1,,89.1,0.201,0.332,0.228,0.235,0.51,0.28600000000000003,0.262,0.377,0.311,,,,0.186,0.251,0.327,,,,,,,0.215,0.269,0.244,114.0,103.0,113.0,0.121,0.94,82.9,,,,,,,,,,,,
2023/05/06,4:10 PM.,NYY,TB,home,Dome.,72,593334,RF,4,0,2,1,0,0,2,0,0,1,0,.253,.312,.373,.685,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,,,,0.105,0.277,,,0.209,-1.75,,0.95,,1.01,92.3,,85.8,92.4,,0.321,0.741,0.19,0.2,0.306,0.322,,,,0.15,0.325,0.13,,,,94.0,102.0,104.0,0.409,1.5,82.9,0.174,0.344,0.39299999999999996,,,,,,,,,,,,,,,,,,
2023/05/04,1:10 PM.,PIT,TB,home,Dome.,72,592826,CF,2,0,0,0,0,0,0,0,1,1,0,.241,.303,.354,.657,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,110.0,97.0,102.0,63.0,94.0,91.0,101.0,100.0,104.0,,,,0.011,0.415,,0.446,0.125,-1.31,,6.0,2.19,-1.78,93.2,,88.6,92.9,83.2,0.314,0.51,0.222,0.25,0.375,0.257,,,,,,,0.192,0.308,0.319,,,,,,,,,,94.0,146.0,144.0,0.003,-2.3,80.6,,,,,,,,,,,,
2023/05/02,6:41 PM.,PIT,TB,home,Dome.,72,672710,RF,2,1,1,0,0,0,0,1,1,1,0,.247,.302,.364,.666,672710,roansycontreras,Contreras,Right,Roansy Contreras,PIT,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.463,0.117,0.341,0.394,69.0,91.0,89.0,90.0,96.0,93.0,,,,108.0,105.0,111.0,,,,,0.402,,0.443,0.039,-2.43,,,0.86,2.33,94.3,,89.4,,83.6,0.381,0.598,0.09699999999999999,0.273,0.273,0.059000000000000004,,,,,,,0.0,0.0,0.28600000000000003,99.0,98.0,103.0,0.117,-1.73,76.8,0.222,0.593,0.447,,,,,,,,,,,,,,,,,,
2023/04/30,1:11 PM.,CWS,TB,away,Rain.,46,605182,CF,4,1,1,0,0,0,0,1,0,0,2,.240,.289,.360,.649,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.082,0.271,0.128,-0.21,-0.07,1.47,0.5,1.69,94.3,84.9,86.1,93.1,79.4,0.283,0.494,0.174,0.175,0.206,0.293,0.256,0.395,0.264,0.2,0.2,0.2,0.203,0.366,0.306,80.0,96.0,97.0,0.016,0.55,76.0,0.167,0.167,0.2,,,,,,,,,,,,,,,,,,
2023/04/29,6:10 PM.,CWS,TB,away,Cloudy.,56,458681,RF,3,1,1,0,0,0,1,1,0,1,1,.239,.282,.366,.648,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.437,0.23,0.063,0.07,-0.4,-0.35,1.21,-3.65,-1.23,92.4,88.7,84.9,91.4,83.0,0.255,0.52,0.316,0.302,0.372,0.29600000000000004,0.273,0.512,0.267,0.239,0.394,0.177,0.286,0.446,0.308,109.0,97.0,106.0,0.074,-2.24,80.8,0.208,0.453,0.354,,,,,,,,,,,,,,,,,,
2023/04/28,6:10 PM.,CWS,TB,away,Partly Cloudy.,55,608337,RF,4,0,3,1,0,0,1,0,0,0,0,.235,.280,.368,.648,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,0.419,,0.282,0.283,-0.85,,,-0.25,-0.2,93.1,,80.9,,84.0,0.262,0.546,0.2,0.209,0.442,0.35200000000000004,,,,,,,0.236,0.438,0.345,81.0,76.0,78.0,0.015,-3.72,77.9,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,
2023/04/27,6:10 PM.,CWS,TB,away,Partly Cloudy.,56,656302,RF,0,0,0,0,0,0,0,0,0,0,0,.203,.254,.328,.582,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,120.0,101.0,108.0,,,,,0.432,,0.386,0.03,-0.15,,,0.4,1.0,95.6,,74.6,,86.3,0.273,0.436,0.205,0.111,0.111,0.5379999999999999,,,,,,,0.216,0.339,0.433,,,,,,,0.298,0.538,0.249,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,,,,,
2023/04/26,6:41 PM.,HOU,TB,home,Dome.,72,686613,RF,3,0,2,0,0,0,0,0,0,0,0,.203,.254,.328,.582,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,,,,0.002,0.461,0.235,0.017,,0.01,-0.4,-0.16,-2.64,,95.7,91.7,,96.0,84.6,0.271,0.511,0.223,0.121,0.242,0.37,0.297,0.506,0.20800000000000002,,,,0.25,0.625,0.33299999999999996,,,,,,,0.247,0.374,0.303,112.0,102.0,110.0,0.238,-0.77,82.9,92.0,104.0,105.0,0.048,0.92,88.2,,,,,,
2023/04/24,6:40 PM.,HOU,TB,home,Dome.,72,664353,CF,3,0,0,0,0,0,0,0,1,1,3,.180,.235,.311,.546,664353,joseurquidy,Urquidy,Right,José Urquidy,HOU,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.202,0.266,0.391,93.0,107.0,106.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,,,,0.096,0.385,,0.188,0.216,-1.58,,-1.38,-1.1,1.98,93.1,,86.1,93.8,80.6,0.287,0.632,0.193,0.172,0.259,0.35200000000000004,,,,0.405,0.432,0.059000000000000004,0.262,0.476,0.368,95.0,106.0,104.0,0.115,0.77,79.6,0.174,0.261,0.271,,,,,,,,,,,,,,,,,,
2023/04/23,1:40 PM.,CWS,TB,home,Dome.,72,608337,CF,3,0,0,0,0,0,0,0,0,0,1,.190,.234,.328,.562,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,0.419,,0.282,0.283,-0.85,,,-0.25,-0.2,93.1,,80.9,,84.0,0.262,0.546,0.2,0.209,0.442,0.35200000000000004,,,,,,,0.236,0.438,0.345,81.0,76.0,78.0,0.015,-3.72,77.9,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,
2023/04/22,4:05 PM.,CWS,TB,home,Dome.,72,656302,CF,4,0,0,0,0,0,0,0,0,1,2,.200,.246,.345,.591,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,120.0,101.0,108.0,,,,,0.432,,0.386,0.03,-0.15,,,0.4,1.0,95.6,,74.6,,86.3,0.273,0.436,0.205,0.111,0.111,0.5379999999999999,,,,,,,0.216,0.339,0.433,,,,,,,0.298,0.538,0.249,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,,,,,
2023/04/21,6:42 PM.,CWS,TB,home,Dome.,72,656629,CF,1,0,0,0,0,0,0,0,0,0,0,.216,.263,.373,.636,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,,,,0.614,,0.272,0.074,-0.71,,,-1.5,0.15,95.2,,88.7,,84.8,0.244,0.462,0.264,0.133,0.3,0.33899999999999997,,,,,,,0.258,0.516,0.27399999999999997,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,0.474,0.19399999999999998,,,,,,,,,,,,,,,,,,
2023/04/19,12:36 PM.,CIN,TB,away,Sunny.,68,686651,CF,4,1,1,1,0,0,1,0,0,0,2,.220,.268,.380,.648,686651,levistoudt,Stoudt,Right,Levi Stoudt,CIN,9.58,5.27,10.1,93.0,95.0,96.0,0.806,7.84,6.97,13.94,0.87,1.55,0.184,0.553,0.132,0.342,0.375,21.0,59.0,64.0,87.0,97.0,95.0,,,,120.0,97.0,104.0,,,,,0.478,,0.353,0.076,-1.29,,,-2.88,-1.97,94.4,,82.4,,84.0,0.345,0.448,0.14,,,,,,,,,,0.333,0.833,0.33299999999999996,104.0,85.0,94.0,0.094,-5.17,78.0,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,
2023/04/18,6:40 PM.,CIN,TB,away,Clear.,66,666157,CF,4,0,2,0,0,0,1,0,0,0,0,.217,.269,.370,.639,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.137,0.314,0.412,78.0,99.0,88.0,103.0,106.0,100.0,92.0,102.0,101.0,,,,,,,0.053,0.464,,,0.125,-0.45,,-7.52,,-4.06,93.2,,87.3,93.4,,0.297,0.578,0.19,0.471,0.706,0.326,,,,0.7,1.0,0.0,,,,97.0,94.0,97.0,0.358,-2.74,79.6,0.286,0.536,0.45,,,,,,,,,,,,,,,,,,
2023/04/17,6:41 PM.,CIN,TB,away,Partly Cloudy.,52,668881,CF,4,0,0,0,0,0,0,0,0,0,5,.190,.255,.357,.612,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,127.0,103.0,105.0,,,,126.0,104.0,112.0,,,,,0.544,,0.404,0.053,-0.95,,,0.16,-2.39,98.3,,91.1,,87.3,0.265,0.518,0.252,0.304,0.478,0.242,,,,,,,0.229,0.416,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/15,3:08 PM.,TOR,TB,away,Partly Cloudy.,63,579328,CF,3,0,1,0,0,0,0,0,1,2,1,.211,.279,.395,.674,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,,0.259,0.097,0.05,,,1.11,-1.83,95.1,,88.7,,88.7,0.27,0.412,0.268,0.254,0.508,0.193,,,,,,,0.225,0.396,0.302,98.0,103.0,105.0,0.193,0.24,83.1,0.284,0.463,0.307,,,,,,,,,,,,,,,,,,
2023/04/14,7:07 PM.,TOR,TB,away,Clear.,59,621244,CF,4,0,1,0,0,0,0,0,0,1,0,.200,.256,.400,.656,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.185,0.72,,0.61,,-0.38,94.3,,84.1,93.8,,0.254,0.456,0.276,0.245,0.409,0.33,,,,0.255,0.398,0.131,,,,116.0,104.0,110.0,0.296,0.31,82.6,,,,,,,,,,,,,,,,,,,0.216,0.357,0.305
2023/04/13,1:10 PM.,BOS,TB,home,Dome.,72,446372,CF,2,1,1,0,0,0,1,0,0,0,0,.194,.257,.419,.676,446372,coreykluber,Kluber,Right,Corey Kluber,BOS,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.216,0.495,0.137,0.3,0.421,82.0,106.0,96.0,84.0,89.0,80.0,77.0,95.0,86.0,,,,107.0,96.0,93.0,0.263,0.023,0.274,,0.159,-0.55,-3.12,-4.75,,0.67,88.1,86.1,82.1,88.2,,,,,0.19,0.262,0.3,0.333,0.75,0.184,0.404,0.86,0.10099999999999999,,,,106.0,106.0,110.0,0.282,-0.11,80.5,0.247,0.479,0.261,,,,,,,,,,,,,,,,,,
2023/04/12,6:40 PM.,BOS,TB,home,Dome.,72,519242,CF,4,0,0,0,0,0,0,0,0,2,3,.172,.242,.414,.656,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,,,,0.062,0.432,,0.375,0.131,0.46,,-1.13,0.7,-1.09,93.9,,86.1,93.3,77.8,0.252,0.437,0.23399999999999999,0.309,0.473,0.322,,,,0.267,0.5,0.16699999999999998,0.162,0.358,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/11,6:40 PM.,BOS,TB,home,Dome.,72,676477,RF,0,0,0,0,0,0,0,0,0,0,0,.200,.276,.480,.756,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,,,,0.525,0.004,,0.23,0.241,-2.31,,-0.46,0.44,-2.21,94.6,,82.7,94.0,79.6,,,,0.312,0.559,0.32,,,,0.326,0.538,0.184,0.167,0.333,0.47200000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/10,6:40 PM.,BOS,TB,home,Dome.,72,601713,CF,3,0,0,0,0,0,0,0,0,0,2,.200,.276,.480,.756,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.438,0.124,0.354,0.421,,,,125.0,101.0,109.0,,,,124.0,107.0,112.0,78.0,104.0,98.0,,0.506,0.078,0.165,,0.57,0.67,,1.59,,94.6,88.4,,,85.8,0.214,0.44,0.247,,,,0.267,0.467,0.379,,,,0.114,0.182,0.43799999999999994,117.0,102.0,106.0,0.247,-0.09,79.4,0.215,0.4,0.313,,,,,,,49.0,109.0,69.0,0.005,-13.1,84.8,0.25,1.0,0.16699999999999998,,,
2023/04/09,1:10 PM.,OAK,TB,home,Dome.,72,621076,CF,4,0,1,1,0,0,0,0,1,0,6,.227,.308,.545,.853,621076,jameskaprielian,Kaprielian,Right,James Kaprielian,OAK,6.34,4.86,61.0,102.0,88.0,99.0,0.766,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,72.0,104.0,102.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.078,0.35,,-2.81,-0.35,-2.75,92.3,,83.3,92.0,80.8,0.202,0.384,0.252,0.368,0.737,0.18,,,,0.412,0.529,0.14300000000000002,0.263,0.4,0.316,84.0,108.0,109.0,0.061,-1.04,75.9,0.444,0.778,0.235,,,,,,,,,,,,,,,,,,
2023/04/08,4:10 PM.,OAK,TB,home,Dome.,72,660261,CF,3,2,1,0,0,1,1,0,0,0,0,.222,.286,.556,.842,660261,shintarofujinami,Fujinami,Right,Shintaro Fujinami,- - -,7.18,4.8,79.0,92.0,112.0,94.0,0.734,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.167,0.378,0.42,,,,107.0,90.0,91.0,,,,118.0,92.0,105.0,94.0,92.0,93.0,,0.566,0.162,0.073,,0.08,1.27,,-1.47,,98.4,88.3,,,84.4,0.243,0.385,0.255,,,,0.171,0.341,0.382,,,,0.75,0.75,0.33299999999999996,-279.0,111.0,65.0,0.001,-81.55,75.7,,,,,,,,,,138.0,95.0,100.0,0.199,-1.4,92.8,0.243,0.457,0.37200000000000005,,,
2023/04/07,6:40 PM.,OAK,TB,home,Dome.,72,686610,RF,3,2,1,0,0,1,1,0,1,0,3,.200,.235,.400,.635,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.543,,0.271,0.166,-0.52,,,-0.79,-1.4,93.3,,84.2,,81.1,0.275,0.493,0.17800000000000002,0.34,0.515,0.374,,,,,,,0.218,0.423,0.32799999999999996,93.0,77.0,85.0,0.02,-3.62,74.5,0.333,0.833,0.0,,,,,,,,,,,,,,,,,,
2023/04/05,1:05 PM.,WSH,TB,away,Partly Cloudy.,83,571578,RF,4,1,1,0,0,0,0,1,0,2,2,.167,.154,.167,.321,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,0.417,0.169,,0.35,0.064,-0.69,,-0.89,-0.51,-2.07,91.8,,81.2,92.1,80.5,0.327,0.541,0.121,0.29,0.645,0.4,,,,0.32,0.463,0.07400000000000001,0.233,0.461,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/04,7:05 PM.,WSH,TB,away,Partly Cloudy.,80,641771,PR,0,0,0,0,0,0,0,1,0,0,0,.125,.111,.125,.236,641771,chadkuhl,Kuhl,Right,Chad Kuhl,WSN,8.45,8.79,38.1,93.0,102.0,94.0,0.749,7.28,6.57,11.03,1.88,0.72,0.232,0.432,0.104,0.392,0.405,80.0,84.0,84.0,79.0,83.0,78.0,98.0,85.0,85.0,111.0,100.0,103.0,,,,0.351,0.075,,0.435,0.043,-2.3,,-3.38,0.21,-3.85,92.2,,87.0,94.0,85.5,0.25,0.375,0.095,0.5,0.75,0.125,,,,0.459,0.703,0.17,0.235,0.482,0.34600000000000003,,,,,,,0.375,0.75,0.222,105.0,100.0,106.0,0.096,-4.37,78.7,,,,,,,,,,,,
2023/04/03,7:05 PM.,WSH,TB,away,Partly Cloudy.,70,592866,CF,3,0,1,0,0,0,1,0,0,0,0,.125,.111,.125,.236,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,,,,0.146,0.433,,0.182,0.171,-0.77,,-0.45,-1.7,-2.25,89.7,,83.3,88.2,80.9,0.283,0.563,0.16699999999999998,0.315,0.483,0.19899999999999998,,,,0.325,0.458,0.188,0.313,0.5,0.281,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.629,0.2,,,,,,,,,,,,,,,,,,
2023/04/02,1:30 PM.,DET,TB,home,Dome.,72,666214,RF,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.416,0.251,,0.175,-2.53,-0.57,,,-0.22,93.4,86.0,85.0,,,0.374,0.682,0.19,0.189,0.392,0.318,0.271,0.5,0.29100000000000004,,,,,,,102.0,106.0,105.0,0.158,-0.86,77.5,0.247,0.356,0.285,,,,,,,,,,,,,,,,,,
2023/03/30,3:10 PM.,DET,TB,home,Dome.,72,593958,RF,3,0,0,0,0,0,0,0,0,1,2,.000,.000,.000,.000,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.093,0.454,0.192,0.072,0.189,0.65,0.51,1.11,3.12,0.71,92.2,88.8,85.9,92.4,84.5,0.278,0.431,0.222,0.233,0.292,0.317,0.2,0.471,0.19399999999999998,0.165,0.228,0.135,0.089,0.178,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,
