date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/09/19,6:40 PM.,SEA,OAK,home,Partly Cloudy.,66,622491,2B,4,0,2,1,0,0,0,0,0,1,1,.273,.341,.524,.865,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,,1.31,,0.6,-0.12,,96.3,,95.9,85.7,,,,,0.234,0.455,0.37799999999999995,0.165,0.384,0.33,0.239,0.337,0.136,,,,83.0,108.0,105.0,0.156,-1.6,88.3,0.28,0.42,0.325,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/18,6:41 PM.,SEA,OAK,home,Clear.,67,693433,2B,3,0,1,0,0,0,0,1,1,0,2,.269,.339,.520,.859,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,0.255,0.469,,0.24,,0.69,,1.34,-0.83,,95.1,,95.0,86.0,,,,,0.257,0.457,0.311,0.207,0.407,0.303,0.213,0.372,0.20800000000000002,,,,85.0,91.0,93.0,0.037,-2.37,89.7,0.4,0.4,0.222,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/17,1:08 PM.,SD,OAK,home,Partly Cloudy.,70,607259,2B,3,0,1,0,0,0,0,0,1,2,0,.268,.336,.523,.859,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,SDP,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.206,0.431,0.235,0.251,0.397,88.0,97.0,100.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,0.224,0.13,,0.002,0.191,-0.91,,1.23,-4.18,0.59,93.3,,92.9,84.5,81.8,,,,,,,0.25,0.423,0.225,0.293,0.333,0.08800000000000001,0.164,0.295,0.34700000000000003,97.0,102.0,106.0,0.288,2.41,80.7,0.158,0.226,0.465,96.0,102.0,96.0,0.164,-1.99,89.5,0.382,0.632,0.16899999999999998,,,,,,,,,,,,,,,
2023/09/16,1:07 PM.,SD,OAK,home,Overcast.,68,663362,2B,4,1,1,0,0,1,1,0,0,1,4,.267,.333,.525,.858,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.35,4.48,41.1,106.0,88.0,101.0,0.832,6.75,2.61,8.49,1.96,0.96,0.238,0.415,0.215,0.308,0.456,,,,76.0,105.0,98.0,81.0,106.0,95.0,101.0,100.0,109.0,,,,0.236,0.205,,0.16,,-0.95,,0.75,-0.44,,91.3,,91.3,79.8,,,,,0.269,0.5,0.204,0.259,0.519,0.217,0.239,0.457,0.095,,,,,,,,,,,,,104.0,114.0,109.0,0.131,0.15,86.7,0.214,0.464,0.193,,,,,,,,,,76.6,0.267,-1.01,0.242,0.485,0.247
2023/09/15,6:40 PM.,SD,OAK,home,Partly Cloudy.,65,607625,2B,3,0,1,0,0,0,0,1,1,2,0,.268,.335,.516,.851,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.199,0.318,,0.111,0.313,0.36,,1.87,-0.6,0.26,93.4,,93.2,85.2,79.6,,,,0.25,0.417,0.28600000000000003,0.246,0.464,0.214,0.208,0.36,0.08900000000000001,0.287,0.384,0.265,85.0,96.0,97.0,0.059,-2.89,86.3,0.303,0.576,0.34299999999999997,,,,,,,,,,,,,,,,0.0,0.0,0.226,,,,,,
2023/09/13,6:11 PM.,HOU,OAK,away,Roof Closed.,73,686613,2B,3,1,0,0,0,0,0,0,1,2,0,.267,.332,.519,.851,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,92.0,104.0,105.0,0.002,0.461,0.048,0.017,,0.01,0.92,-0.16,-2.64,,95.7,88.2,96.0,84.6,,,,,0.25,0.625,0.33299999999999996,0.271,0.511,0.223,,,,0.247,0.374,0.303,,,,,,,0.121,0.242,0.37,,,,0.235,-0.4,91.7,0.297,0.506,0.20800000000000002,112.0,102.0,110.0,0.238,-0.77,82.9,,,,,,,,,
2023/09/12,7:11 PM.,HOU,OAK,away,Roof Closed.,73,434378,2B,5,2,2,2,0,0,0,0,0,0,2,.271,.333,.527,.860,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,105.0,103.0,106.0,97.0,100.0,100.0,,,,127.0,112.0,111.0,,,,,0.5,,0.253,0.2,0.89,,,0.97,0.43,94.3,,,86.9,78.2,,,,0.201,0.325,0.292,0.235,0.417,0.18100000000000002,,,,0.241,0.328,0.244,102.0,107.0,113.0,0.047,-0.23,85.2,0.214,0.286,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/11,7:12 PM.,HOU,OAK,away,Roof Closed.,73,664285,2B,4,0,0,0,0,0,0,0,0,2,0,.267,.332,.520,.852,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,,,,0.468,0.001,,0.087,0.253,-16.35,,0.93,-0.32,1.07,95.7,,95.3,84.7,80.2,,,,0.189,0.405,0.43799999999999994,,,,0.274,0.455,0.126,0.158,0.211,0.402,96.0,98.0,94.0,0.157,0.73,90.1,0.231,0.342,0.311,99.0,99.0,95.0,0.034,0.45,89.1,0.182,0.182,0.435,,,,,,,,,,,,,,,
2023/09/10,1:38 PM.,TEX,OAK,away,Roof Closed.,74,592351,2B,4,1,0,0,0,0,0,0,1,1,2,.273,.338,.530,.868,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,,,,0.424,,0.398,0.062,-1.83,,,2.33,-1.69,95.7,,,87.2,78.2,,,,0.105,0.211,0.324,0.346,0.551,0.179,,,,0.263,0.737,0.27,77.0,96.0,97.0,0.116,1.71,88.8,0.211,0.268,0.213,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/09,6:09 PM.,TEX,OAK,away,Roof Closed.,74,543135,2B,4,1,2,0,0,1,2,0,1,2,1,.278,.341,.541,.882,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,125.0,101.0,106.0,,0.372,0.276,0.04,0.135,0.41,1.26,,-3.23,0.86,95.1,87.9,,83.9,76.0,0.196,0.314,0.355,0.303,0.606,0.13699999999999998,0.234,0.423,0.183,,,,0.2,0.22,0.41700000000000004,,,,,,,,,,86.0,98.0,92.0,0.176,1.33,90.6,0.238,0.417,0.198,,,,,,,,,,,,,,,
2023/09/08,7:08 PM.,TEX,OAK,away,Roof Closed.,74,656756,2B,4,1,2,1,0,0,0,0,1,1,0,.274,.335,.526,.861,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,0.426,0.106,,,0.222,-0.68,,1.22,,0.84,93.4,,93.3,,80.5,,,,,,,0.333,0.5,0.195,0.255,0.374,0.141,0.191,0.357,0.371,99.0,101.0,98.0,0.229,0.2,83.5,0.239,0.405,0.392,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,
2023/09/06,12:37 PM.,TOR,OAK,home,Sunny.,70,547943,2B,4,0,0,0,0,0,0,0,0,2,2,.269,.328,.522,.850,547943,hyunjinryu,Ryu,Left,Hyun Jin Ryu,TOR,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.234,0.468,0.152,0.327,0.412,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,,,,,,,0.095,0.317,,,0.171,-0.51,,3.34,,-1.45,88.6,,87.7,,68.9,,,,,,,0.265,0.633,0.11900000000000001,0.133,0.133,0.091,0.286,0.429,0.35200000000000004,74.0,104.0,95.0,0.228,-2.1,78.1,0.276,0.448,0.25,92.0,107.0,97.0,0.189,1.27,85.1,0.238,0.357,0.207,,,,,,,,,,,,,,,
2023/09/05,6:40 PM.,TOR,OAK,home,Clear.,68,605135,2B,4,0,2,1,0,0,0,0,0,1,2,.275,.335,.533,.868,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.393,0.093,0.033,0.136,0.126,-3.9,-3.07,2.11,-0.72,0.67,92.4,82.6,91.9,75.6,70.7,0.375,0.563,0.226,0.227,0.636,0.191,0.333,0.652,0.20600000000000002,0.22,0.336,0.14400000000000002,0.192,0.295,0.318,72.0,93.0,91.0,0.065,1.71,84.1,0.189,0.351,0.10099999999999999,95.0,105.0,102.0,0.153,-1.13,87.8,0.274,0.496,0.253,,,,,,,,,,,,,,,
2023/09/04,1:08 PM.,TOR,OAK,home,Sunny.,69,621244,2B,5,0,2,0,0,0,0,1,0,0,2,.270,.332,.528,.860,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.296,0.72,,0.61,,0.31,94.3,,93.8,,82.6,,,,,,,0.254,0.456,0.276,0.255,0.398,0.131,,,,90.0,104.0,101.0,0.185,-0.38,84.1,0.245,0.409,0.33,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,,,,
2023/09/03,1:07 PM.,LAA,OAK,home,Partly Cloudy.,71,542881,2B,4,2,2,0,0,0,0,0,1,0,2,.266,.330,.532,.862,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,,,,0.055,0.374,0.001,0.007,0.002,-1.25,-4.72,-3.61,-1.06,-0.33,90.1,90.1,88.5,78.1,72.9,,,,0.2,0.2,0.33299999999999996,0.301,0.566,0.193,0.36,0.68,0.102,,,,92.0,101.0,106.0,0.338,0.08,80.0,0.238,0.381,0.39799999999999996,104.0,103.0,98.0,0.224,0.48,85.1,0.239,0.366,0.268,,,,,,,,,,,,,,,
2023/09/02,1:07 PM.,LAA,OAK,home,Cloudy.,72,656288,2B,4,0,0,0,0,0,0,0,0,1,1,.260,.323,.533,.856,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,91.0,98.0,103.0,78.0,101.0,93.0,81.0,95.0,86.0,124.0,105.0,110.0,,,,0.006,0.348,,0.299,0.134,-0.21,,-8.61,0.1,-0.53,94.7,,95.0,88.4,81.8,,,,0.261,0.344,0.34,0.235,0.5,0.28300000000000003,0.333,1.333,0.0,0.271,0.667,0.252,89.0,101.0,101.0,0.213,1.6,90.2,0.213,0.339,0.248,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/01,6:40 PM.,LAA,OAK,home,Cloudy.,65,663776,2B,5,1,2,2,0,0,2,0,0,1,1,.267,.330,.545,.875,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.09,-1.22,,0.36,0.02,0.27,93.0,,93.2,86.5,76.5,,,,0.2,0.5,0.306,0.336,0.507,0.156,0.269,0.327,0.129,0.286,0.286,0.237,99.0,98.0,100.0,0.258,0.3,83.0,0.184,0.33,0.43200000000000005,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/30,1:11 PM.,SEA,OAK,away,Cloudy.,69,682243,2B,4,0,0,0,0,0,0,0,0,2,2,.263,.328,.538,.866,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,,,,0.076,0.585,,0.274,0.009,0.3,,1.22,0.14,-8.41,95.1,,95.1,85.0,78.2,,,,0.3,0.475,0.174,0.256,0.45,0.271,0.26,0.36,0.096,0.667,1.333,0.125,90.0,101.0,107.0,0.056,0.66,85.0,0.167,0.433,0.179,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/29,6:40 PM.,SEA,OAK,away,Roof Closed.,60,596133,2B,4,0,0,0,0,0,0,0,0,1,0,.269,.335,.551,.886,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,,,,,0.435,,0.137,,-1.47,,,-2.22,,94.0,,,85.8,,,,,0.235,0.294,0.321,0.311,0.543,0.175,,,,0.255,0.691,0.16699999999999998,83.0,103.0,100.0,0.2,-2.01,86.1,0.316,0.547,0.32299999999999995,99.0,103.0,102.0,0.11,0.87,90.3,0.218,0.473,0.252,,,,0.118,-1.56,81.7,,,,,,,,,
2023/08/28,6:40 PM.,SEA,OAK,away,Cloudy.,67,693433,2B,4,0,1,0,0,0,0,1,0,1,1,.276,.343,.566,.909,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,0.255,0.469,,0.24,,0.69,,1.34,-0.83,,95.1,,95.0,86.0,,,,,0.257,0.457,0.311,0.207,0.407,0.303,0.213,0.372,0.20800000000000002,,,,85.0,91.0,93.0,0.037,-2.37,89.7,0.4,0.4,0.222,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/27,1:11 PM.,CWS,OAK,away,Sunny.,71,605182,2B,3,0,0,0,0,0,1,0,0,2,1,.277,.345,.574,.919,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,,,,0.024,0.479,,0.271,0.016,-0.21,,1.47,0.5,0.55,94.3,,93.1,79.4,76.0,,,,0.203,0.366,0.306,0.283,0.494,0.174,0.2,0.2,0.2,0.167,0.167,0.2,80.0,96.0,95.0,0.128,1.69,86.1,0.175,0.206,0.293,90.0,100.0,100.0,0.082,-0.07,84.9,0.256,0.395,0.264,,,,,,,,,,,,,,,
2023/08/26,6:10 PM.,CWS,OAK,away,Cloudy.,72,657053,2B,3,0,0,0,0,0,0,0,2,1,2,.283,.354,.586,.940,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,96.0,96.0,99.0,0.265,0.235,0.189,0.023,0.288,-1.46,-0.3,0.33,-6.26,1.81,93.6,87.5,92.9,86.6,76.1,0.188,0.348,0.324,0.333,1.333,0.35700000000000004,0.294,0.426,0.217,0.3,0.412,0.095,0.115,0.184,0.35600000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
