date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vCH,vSL,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS
2023/09/04,1:08 PM.,OAK,TOR,away,Sunny.,69,665622,SS,3,0,1,0,0,0,0,0,0,0,0,.441,.444,.618,1.062,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,,0.117,-0.35,,,-0.8,-0.73,96.1,,,95.5,79.6,0.272,0.494,0.121,,,,0.146,0.366,0.308,,,,84.0,86.0,90.0,106.0,97.0,100.0,0.238,0.087,-0.8,1.25,87.3,85.3,0.256,0.282,0.304,0.233,0.456,0.484,117.0,96.0,96.0,0.313,0.406,0.141,,,,,,,,,
2023/09/03,1:12 PM.,COL,TOR,away,Partly Cloudy.,86,502624,3B,5,0,3,0,0,0,1,0,0,0,0,.452,.455,.645,1.100,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,75.0,91.0,92.0,67.0,93.0,82.0,108.0,98.0,97.0,0.073,0.312,0.263,,0.041,-2.17,0.63,,-5.45,-4.22,93.3,89.2,,92.6,77.6,0.351,0.619,0.17300000000000001,0.244,0.444,0.226,0.3,0.9,0.125,,,,71.0,106.0,104.0,104.0,114.0,115.0,0.082,0.229,0.92,2.14,83.9,80.6,0.163,0.25,0.287,0.172,0.172,0.24600000000000002,70.0,96.0,82.0,0.545,0.955,0.073,,,,,,,,,
2023/09/02,6:10 PM.,COL,TOR,away,Cloudy.,95,621389,SS,3,1,1,0,0,0,0,0,0,0,0,.423,.429,.654,1.083,621389,tyblach,Blach,Left,Ty Blach,COL,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.279,0.371,0.121,0.39,0.447,66.0,98.0,98.0,,,,170.0,99.0,85.0,0.55,,0.165,,0.064,,-2.26,,-1.22,-0.44,,83.7,,89.3,78.9,,,,0.348,0.652,0.184,0.211,0.211,0.257,,,,20.0,103.0,96.0,,,,,0.221,,-1.35,79.9,,0.371,0.486,0.207,,,,69.0,104.0,84.0,0.322,0.561,0.102,,,,,,,,,
2023/09/01,6:40 PM.,COL,TOR,away,Clear.,95,623167,3B,5,2,2,0,1,1,3,0,0,0,2,.435,.440,.696,1.136,623167,chrisflexen,Flexen,Right,Chris Flexen,- - -,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.417,0.137,0.346,0.401,92.0,95.0,111.0,65.0,98.0,84.0,87.0,100.0,94.0,0.019,0.409,0.293,,0.022,-2.66,-0.47,,-7.15,2.61,91.9,87.9,,90.9,71.6,0.379,0.739,0.174,0.287,0.504,0.20199999999999999,0.125,0.125,0.35700000000000004,,,,93.0,97.0,97.0,122.0,107.0,111.0,0.097,0.16,-2.44,0.72,81.0,80.8,0.213,0.32,0.397,0.389,0.444,0.14800000000000002,49.0,106.0,76.0,0.6,0.7,0.111,,,,,,,,,
2023/08/30,3:08 PM.,WSH,TOR,home,Partly Cloudy.,67,571578,SS,3,1,2,0,0,0,1,0,0,0,0,.444,.450,.500,.950,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,,,,65.0,103.0,88.0,,,,0.417,0.169,,,,-0.69,,,-0.89,,91.8,,,92.1,,0.327,0.541,0.121,,,,,,,,,,66.0,101.0,96.0,84.0,99.0,100.0,0.35,0.064,-0.51,-2.07,81.2,80.5,0.29,0.645,0.4,0.233,0.461,0.397,86.0,102.0,93.0,0.32,0.463,0.07400000000000001,,,,,,,,,
2023/08/29,7:08 PM.,WSH,TOR,home,Clear.,71,669022,SS,3,0,0,0,0,0,0,0,0,1,0,.400,.412,.467,.879,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,72.0,99.0,104.0,112.0,98.0,100.0,,,,,0.595,,,0.188,-0.27,,,,-0.85,95.0,,,,83.2,0.279,0.503,0.21600000000000003,,,,0.257,0.416,0.379,,,,69.0,88.0,90.0,101.0,97.0,102.0,0.188,0.029,0.77,1.1,86.5,88.5,0.188,0.25,0.382,0.213,0.415,0.375,,,,,,,,,,,,,,,
2023/08/28,7:08 PM.,WSH,TOR,home,Clear.,68,680686,SS,4,0,2,0,0,0,0,0,0,1,1,.500,.500,.583,1.083,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,96.0,95.0,97.0,82.0,91.0,83.0,95.0,95.0,83.0,0.176,0.166,0.181,,0.161,-1.21,-0.09,,0.15,0.24,93.5,88.8,,93.1,82.2,0.291,0.557,0.20199999999999999,0.243,0.461,0.205,0.221,0.358,0.349,,,,44.0,96.0,90.0,84.0,92.0,96.0,0.299,0.016,-0.07,0.6,88.6,85.1,0.286,0.357,0.1,0.163,0.233,0.429,93.0,101.0,90.0,0.313,0.385,0.138,,,,,,,,,
2023/08/01,7:09 PM.,BAL,TOR,home,Roof Closed.,68,680694,2B,1,0,1,1,0,0,0,0,0,0,0,.500,.500,.625,1.125,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,135.0,105.0,109.0,101.0,96.0,96.0,,,,0.207,0.224,,,0.173,-1.0,,,1.53,3.99,94.5,,,95.0,84.8,0.366,0.602,0.15,,,,0.142,0.165,0.35600000000000004,,,,97.0,100.0,98.0,171.0,105.0,116.0,0.313,0.083,1.77,-0.36,90.8,88.1,0.259,0.37,0.114,0.168,0.272,0.364,88.0,104.0,98.0,0.23,0.367,0.15,,,,,,,,,
2023/07/09,1:40 PM.,DET,TOR,away,Cloudy.,74,669373,PH,0,0,0,0,0,0,0,0,1,0,0,.429,.444,.429,.873,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,,,,94.0,112.0,103.0,,,,0.122,0.36,,,,2.49,,,2.7,,95.8,,,95.9,,0.206,0.299,0.256,,,,0.143,0.214,0.36,,,,93.0,102.0,114.0,114.0,104.0,109.0,0.207,0.244,-0.49,3.25,84.3,87.6,0.167,0.205,0.506,0.224,0.448,0.24,98.0,109.0,105.0,0.229,0.286,0.17300000000000001,81.0,90.0,93.0,0.068,0.54,76.4,,,
2023/07/02,1:38 PM.,BOS,TOR,home,Roof Closed.,68,676477,PR,0,0,0,0,0,0,0,0,0,0,0,.429,.375,.429,.804,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,,,,67.0,84.0,84.0,,,,0.525,0.004,,,,-2.31,,,-0.46,,94.6,,,94.0,,,,,,,,,,,,,,101.0,107.0,117.0,73.0,96.0,97.0,0.23,0.241,0.44,-2.21,82.7,79.6,0.312,0.559,0.32,0.167,0.333,0.47200000000000003,93.0,106.0,106.0,0.326,0.538,0.184,,,,,,,,,
2023/07/01,3:31 PM.,BOS,TOR,home,Overcast.,80,676710,PR,0,0,0,0,0,0,0,1,0,0,0,.429,.375,.429,.804,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,111.0,107.0,108.0,108.0,94.0,95.0,,0.391,0.281,0.077,,1.44,0.35,-0.82,,,93.6,88.6,82.4,,,0.163,0.326,0.258,0.289,0.43,0.244,0.34,0.642,0.2,0.214,0.357,0.214,,,,113.0,110.0,113.0,0.132,,1.5,,,82.5,,,,0.15,0.25,0.376,,,,,,,92.0,101.0,103.0,0.119,-1.47,79.4,88.0,95.0,103.0
2023/06/30,7:08 PM.,BOS,TOR,home,Roof Closed.,68,572020,2B,0,0,0,0,0,0,0,0,0,0,0,.429,.375,.429,.804,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,,,,95.0,103.0,98.0,63.0,101.0,91.0,0.007,0.566,0.165,,,0.04,-0.15,,-0.01,,95.2,85.8,,94.9,,0.269,0.498,0.217,0.191,0.426,0.331,0.231,0.338,0.376,,,,112.0,88.0,93.0,,,,,0.067,,-0.96,84.4,,0.316,0.421,0.467,,,,98.0,92.0,90.0,,,,87.0,93.0,94.0,0.195,-0.31,81.3,,,
2023/06/27,7:09 PM.,SF,TOR,home,Overcast.,73,676254,DH,0,0,0,0,0,0,0,0,0,0,0,.429,.375,.429,.804,676254,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,3.23,3.06,61.1,101.0,115.0,104.0,0.714,11.45,3.52,8.95,1.17,1.18,0.233,0.421,0.233,0.189,0.418,139.0,42.0,53.0,,,,,,,0.496,,,,0.001,,,,0.41,-5.8,,,,94.8,72.7,,,,,,,,,,,,,,,,128.0,100.0,113.0,0.503,,-0.84,,,83.2,,,,0.248,0.473,0.419,101.0,101.0,95.0,0.279,0.356,0.175,,,,,,,,,
2023/06/20,6:42 PM.,MIA,TOR,away,Roof Closed.,72,691587,2B,1,1,1,0,0,0,1,0,0,0,0,.429,.375,.429,.804,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,91.0,95.0,99.0,128.0,100.0,109.0,,,,,0.454,,,0.14,-0.47,,,,1.89,97.5,,,,81.2,0.289,0.585,0.187,,,,0.098,0.171,0.5429999999999999,,,,86.0,85.0,82.0,101.0,102.0,107.0,0.308,0.098,0.99,0.99,89.7,86.4,0.045,0.045,0.462,0.183,0.365,0.47700000000000004,,,,,,,,,,,,,,,
2023/06/13,7:06 PM.,BAL,TOR,away,Partly Cloudy.,79,665152,SS,1,1,0,0,0,0,0,0,0,0,1,.333,.286,.333,.619,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,93.0,94.0,98.0,106.0,103.0,102.0,104.0,106.0,102.0,0.145,0.371,0.239,,0.089,0.43,0.02,,1.81,-2.29,94.6,88.8,,91.9,78.1,0.252,0.409,0.262,0.222,0.416,0.27699999999999997,0.347,0.592,0.24,,,,86.0,91.0,93.0,116.0,98.0,105.0,0.033,0.123,-1.43,-1.4,85.3,82.8,0.26,0.377,0.27,0.25,0.417,0.244,84.0,106.0,99.0,0.269,0.38,0.081,,,,,,,,,
2023/06/05,7:08 PM.,HOU,TOR,home,Overcast.,68,656232,SS,2,0,1,0,0,0,0,0,0,0,2,.400,.333,.400,.733,656232,brandonbielak,Bielak,Right,Brandon Bielak,HOU,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.394,101.0,90.0,88.0,73.0,97.0,87.0,,,,0.214,0.306,0.004,,0.111,-1.15,-0.48,,-0.12,-0.81,92.1,84.4,,92.1,79.5,0.273,0.505,0.159,,,,0.217,0.217,0.302,,,,90.0,100.0,98.0,99.0,93.0,95.0,0.118,0.247,-3.74,0.83,87.1,82.0,0.227,0.352,0.332,0.333,0.722,0.355,78.0,99.0,88.0,0.338,0.477,0.135,,,,,,,,,
2023/05/25,1:10 PM.,TB,TOR,away,Dome.,72,621107,PH,0,0,0,0,0,0,1,0,0,0,0,.333,.250,.333,.583,621107,zacheflin,Eflin,Right,Zach Eflin,TBR,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.343,0.449,100.0,110.0,107.0,83.0,123.0,112.0,100.0,106.0,102.0,0.319,0.062,0.261,,0.263,2.53,-0.01,,1.09,1.27,92.9,88.5,,92.2,79.1,0.104,0.208,0.32,0.307,0.588,0.16699999999999998,0.185,0.339,0.349,,,,75.0,99.0,94.0,122.0,120.0,127.0,0.044,0.051,0.79,-0.61,86.4,80.0,0.192,0.308,0.28300000000000003,0.6,0.6,0.5,98.0,107.0,105.0,0.259,0.315,0.129,,,,,,,,,
2023/05/24,6:39 PM.,TB,TOR,away,Dome.,72,663556,2B,2,0,0,0,0,0,0,0,0,1,1,.333,.333,.333,.666,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,,,0.17,-0.34,,,,1.12,96.8,,,,83.5,0.269,0.479,0.233,,,,0.197,0.344,0.314,,,,115.0,104.0,109.0,107.0,102.0,105.0,0.153,0.258,-0.27,2.65,86.9,89.3,0.153,0.191,0.541,0.261,0.58,0.29100000000000004,,,,,,,,,,,,,,,
2023/05/23,6:40 PM.,TB,TOR,away,Dome.,72,671737,SS,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.167,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.559,0.191,0.312,0.581,0.295,0.169,0.338,0.22399999999999998,0.19,0.333,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
